id,cloud provider,Total Ram,Total CPU,Total Disk Space (GB),Cpu Utilization,Network Latency (milliseconds),Cost Per Year ($),Average IOPS,classification
3505,On-prem,32,16,16,46.2,159,1623.8,1015,underutilized
3506,GCP,1,1,8,43.1,60,162.8,805,underutilized
3507,On-prem,4,2,8,78.58,103,260.8,853,optimal
3508,AWS,1,1,8,69.63,129,163,927,optimal
3509,AWS,2,1,8,85.62,77,203.6,683,overutilized
3510,GCP,32,16,16,54.59,119,2033.4,1128,underutilized
3511,On-prem,64,16,32,90.32,257,2669.4,1511,overutilized
3512,On-prem,4,1,8,76.97,284,227.8,815,overutilized
3513,AWS,2,1,8,67.08,67,202.2,934,optimal
3514,AWS,8,2,8,49.91,128,487.4,836,underutilized
3515,AWS,1,1,8,95.07,125,162.4,939,overutilized
3516,On-prem,2,1,8,97.68,98,162,715,overutilized
3517,AWS,16,4,16,52.28,115,894.8,809,underutilized
3518,On-prem,32,16,16,79.44,288,1627.4,1078,overutilized
3519,GCP,16,8,16,85.78,71,1053.4,942,overutilized
3520,AWS,2,1,8,84.57,137,203.6,927,overutilized
3521,GCP,16,8,16,90.02,122,1050.8,809,overutilized
3522,AWS,4,1,8,49.24,82,283.2,742,underutilized
3523,AWS,1,1,8,66.4,138,162.4,849,optimal
3524,AWS,2,1,8,44.12,44,202.8,804,underutilized
3525,AWS,2,1,8,42.01,92,203.8,756,underutilized
3526,GCP,2,1,8,63.98,58,202.2,913,optimal
3527,On-prem,4,1,8,50.39,127,227.4,883,underutilized
3528,AWS,1,1,8,52.78,59,162,828,underutilized
3529,GCP,1,1,8,65.99,92,162.4,854,optimal
3530,AWS,1,1,8,41.24,80,161.6,887,underutilized
3531,AWS,8,1,8,68.63,77,445,1034,optimal
3532,On-prem,32,16,16,81.66,188,1622.4,1224,overutilized
3533,AWS,64,16,32,57.79,112,3338.6,1708,overutilized
3534,On-prem,4,1,8,97.24,70,226.6,784,overutilized
3535,AWS,2,1,8,81.23,123,202.6,951,overutilized
3536,On-prem,8,1,8,44.2,211,356.8,817,underutilized
3537,On-prem,16,4,16,71.08,193,716.4,1134,optimal
3538,AWS,4,2,8,90.25,45,324,865,overutilized
3539,GCP,8,1,8,60.54,134,444.6,1026,optimal
3540,AWS,8,2,8,94.14,48,485.4,820,overutilized
3541,AWS,32,16,16,55.25,108,2028.2,1062,underutilized
3542,AWS,1,1,8,91.36,69,162.6,644,overutilized
3543,GCP,64,16,32,83.53,138,3332.6,1641,overutilized
3544,On-prem,32,16,16,53.55,288,1617.2,920,overutilized
3545,AWS,16,4,16,48.07,131,891.6,952,underutilized
3546,AWS,2,1,8,86.58,81,203.4,937,overutilized
3547,AWS,64,16,32,73.09,44,3329.2,1515,optimal
3548,GCP,1,1,8,61.78,53,162.4,731,optimal
3549,AWS,32,16,16,48.67,46,2021.4,1013,underutilized
3550,On-prem,16,4,16,81.61,112,715,1120,overutilized
3551,GCP,64,16,32,88.65,117,3338.2,1252,overutilized
3552,On-prem,64,16,32,84.13,113,2666.2,1353,overutilized
3553,AWS,16,8,16,81.21,105,1056.2,1148,overutilized
3554,GCP,64,16,32,54.63,128,3329,1268,underutilized
3555,On-prem,16,4,16,52.53,62,712,841,underutilized
3556,On-prem,1,1,8,96.57,162,129.8,693,overutilized
3557,AWS,1,1,8,47.88,50,162.6,713,underutilized
3558,GCP,2,1,8,40.92,87,202.8,804,underutilized
3559,AWS,64,16,32,51.47,95,3335.2,1514,underutilized
3560,On-prem,64,16,32,50.62,274,2651,1722,overutilized
3561,GCP,64,16,32,49.99,101,3315.2,1675,underutilized
3562,GCP,1,1,8,86.62,101,162.8,845,overutilized
3563,AWS,32,16,16,89.54,42,2039.8,1124,overutilized
3564,GCP,2,1,8,90.64,148,202.4,693,overutilized
3565,AWS,64,16,32,50.57,45,3319.6,1318,underutilized
3566,GCP,32,16,16,63.6,52,2024.8,1264,optimal
3567,GCP,8,1,8,62.13,59,448.8,791,optimal
3568,On-prem,2,1,8,79.25,170,162.4,841,optimal
3569,AWS,4,2,8,88.24,60,326,906,overutilized
3570,AWS,16,8,16,65.49,79,1060.4,1107,optimal
3571,GCP,16,8,16,81.12,125,1056.2,973,overutilized
3572,AWS,4,1,8,59.81,137,283.6,930,underutilized
3573,On-prem,8,2,8,83.85,169,389.6,982,overutilized
3574,GCP,1,1,8,97.49,134,162,949,overutilized
3575,AWS,32,16,16,73.65,121,2028,1045,optimal
3576,AWS,4,2,8,92.84,125,325.4,913,overutilized
3577,AWS,32,16,16,76.33,79,2035,1242,optimal
3578,On-prem,2,1,8,60.91,228,163.2,902,optimal
3579,AWS,64,16,32,79.44,135,3328.6,1390,optimal
3580,AWS,32,16,16,61.98,137,2027,1009,optimal
3581,GCP,64,16,32,42.95,142,3320.6,1425,overutilized
3582,On-prem,64,16,32,61.08,104,2673.6,1688,optimal
3583,On-prem,2,1,8,71.04,295,161.6,735,overutilized
3584,GCP,64,16,32,72.86,83,3341.4,1285,optimal
3585,GCP,16,4,16,56.85,128,890,1144,underutilized
3586,On-prem,16,4,16,68.49,200,715,937,optimal
3587,On-prem,8,1,8,65.97,299,355.6,729,overutilized
3588,GCP,1,1,8,47.85,134,162.4,710,underutilized
3589,GCP,16,8,16,77.07,61,1052.8,807,optimal
3590,AWS,4,1,8,82.44,79,282.8,841,overutilized
3591,On-prem,64,16,32,44.94,212,2652.2,1227,underutilized
3592,AWS,1,1,8,82.35,55,162,687,overutilized
3593,AWS,64,16,32,61.95,117,3339.4,1756,overutilized
3594,AWS,32,16,16,50.33,135,2031.6,1109,underutilized
3595,AWS,16,4,16,78.4,109,896,1145,optimal
3596,GCP,1,1,8,66.22,145,161.8,791,overutilized
3597,AWS,8,1,8,67.26,132,444.6,809,optimal
3598,On-prem,4,2,8,64.14,147,261,708,optimal
3599,AWS,1,1,8,76.07,123,162.8,679,optimal
3600,AWS,1,1,8,54.33,129,162.4,759,underutilized
3601,AWS,4,2,8,67.25,105,324,682,optimal
3602,GCP,2,1,8,65.36,72,202.6,964,optimal
3603,AWS,32,16,16,83.83,98,2021.4,1230,overutilized
3604,AWS,4,1,8,51.21,98,284.6,981,underutilized
3605,GCP,32,16,16,67.45,143,2034.2,953,overutilized
3606,On-prem,64,16,32,86.8,182,2652.4,1584,overutilized
3607,AWS,2,1,8,78.38,139,203.2,684,optimal
3608,On-prem,64,16,32,58.72,72,2671,1288,underutilized
3609,GCP,2,1,8,45.13,66,202.8,659,underutilized
3610,AWS,64,16,32,46.04,47,3317.2,1624,underutilized
3611,GCP,4,1,8,74.24,111,285,740,optimal
3612,On-prem,2,1,8,73.63,276,161.6,656,optimal
3613,AWS,16,4,16,97.77,62,895.2,897,overutilized
3614,AWS,2,1,8,55.1,91,202,793,underutilized
3615,AWS,64,16,32,76.14,136,3330.2,1613,optimal
3616,GCP,2,1,8,41.64,104,203.4,826,underutilized
3617,AWS,64,16,32,88.77,71,3318.2,1714,overutilized
3618,AWS,64,16,32,55.73,103,3341.4,1314,underutilized
3619,GCP,32,16,16,48.97,74,2031,1062,underutilized
3620,AWS,4,1,8,46.03,87,283,722,underutilized
3621,GCP,2,1,8,55.8,150,203.6,660,overutilized
3622,AWS,4,1,8,88.95,99,284,766,overutilized
3623,AWS,2,1,8,44.32,102,202.6,972,underutilized
3624,AWS,64,16,32,40.03,119,3319.8,1606,underutilized
3625,AWS,4,1,8,44.67,91,283.8,908,underutilized
3626,AWS,64,16,32,47.4,132,3321.4,1372,underutilized
3627,On-prem,1,1,8,69.15,240,129.4,796,optimal
3628,AWS,64,16,32,63.31,108,3330.4,1544,optimal
3629,GCP,4,2,8,42.63,91,325.6,847,underutilized
3630,AWS,2,1,8,71.42,150,203,853,overutilized
3631,GCP,16,4,16,92.68,107,891.8,919,overutilized
3632,AWS,16,4,16,91.54,72,895.8,1131,overutilized
3633,AWS,64,16,32,71.72,107,3321.8,1400,optimal
3634,AWS,2,1,8,95.46,125,203.4,864,overutilized
3635,AWS,1,1,8,82.78,150,162.6,728,overutilized
3636,AWS,8,1,8,79.05,43,447.8,861,optimal
3637,AWS,4,2,8,49.29,57,326.4,962,underutilized
3638,GCP,2,1,8,61.01,53,203.6,831,optimal
3639,AWS,4,2,8,41.43,48,324,798,underutilized
3640,AWS,64,16,32,62.16,136,3338.8,1591,optimal
3641,AWS,1,1,8,77.67,106,162,694,optimal
3642,AWS,16,4,16,92.2,100,892.4,886,overutilized
3643,On-prem,1,1,8,63.85,246,130.2,643,optimal
3644,AWS,32,16,16,88.61,148,2021.6,1117,overutilized
3645,On-prem,32,16,16,83.35,214,1620.2,1024,overutilized
3646,GCP,16,8,16,71.51,76,1055,1115,optimal
3647,AWS,1,1,8,91.85,43,162.4,811,overutilized
3648,On-prem,8,2,8,49.97,249,390.8,979,underutilized
3649,AWS,64,16,32,78.03,115,3330.4,1764,overutilized
3650,GCP,1,1,8,60.14,109,163,954,optimal
3651,GCP,64,16,32,81.47,100,3330,1428,overutilized
3652,AWS,4,1,8,82.01,44,283.4,756,overutilized
3653,GCP,16,4,16,51.26,109,891.8,977,underutilized
3654,AWS,16,8,16,59.44,90,1054.2,1097,underutilized
3655,AWS,8,2,8,69.09,114,485.6,968,optimal
3656,AWS,32,16,16,43.97,130,2024.8,1121,underutilized
3657,On-prem,1,1,8,95.68,151,129.6,932,overutilized
3658,On-prem,32,16,16,52.97,254,1622.6,1194,underutilized
3659,AWS,32,16,16,65.52,118,2035.6,1319,optimal
3660,AWS,16,4,16,95.58,49,896.4,776,overutilized
3661,GCP,64,16,32,94.65,65,3321.8,1654,overutilized
3662,GCP,8,1,8,53.7,52,448,1002,underutilized
3663,GCP,8,1,8,85.29,81,446.2,920,overutilized
3664,GCP,16,4,16,64.41,81,895.2,903,optimal
3665,GCP,16,8,16,43.5,91,1056.4,986,underutilized
3666,GCP,32,16,16,54.32,146,2024.6,1163,overutilized
3667,On-prem,32,16,16,90.28,210,1619,1118,overutilized
3668,AWS,64,16,32,88.43,138,3328.4,1403,overutilized
3669,GCP,16,8,16,44.27,119,1054.2,833,underutilized
3670,On-prem,8,1,8,74.9,124,356.4,1000,optimal
3671,On-prem,8,2,8,85.64,107,390.6,974,overutilized
3672,On-prem,32,16,16,91.46,128,1617,1233,overutilized
3673,GCP,64,16,32,48.49,108,3321.2,1211,underutilized
3674,AWS,8,1,8,76.51,51,447.6,845,optimal
3675,AWS,2,1,8,81.04,85,203,946,overutilized
3676,AWS,64,16,32,94.28,118,3318.2,1209,overutilized
3677,GCP,64,16,32,72.04,105,3327.2,1610,optimal
3678,GCP,8,1,8,95.14,130,446.6,850,overutilized
3679,AWS,16,8,16,51.25,99,1059,983,underutilized
3680,GCP,4,1,8,50.57,42,284.8,788,underutilized
3681,AWS,1,1,8,87.09,146,162.4,890,overutilized
3682,AWS,16,8,16,44.82,113,1052.8,879,underutilized
3683,AWS,8,1,8,51.68,76,446.4,759,underutilized
3684,GCP,1,1,8,50.02,53,163,744,underutilized
3685,On-prem,64,16,32,83.9,262,2656.6,1770,overutilized
3686,AWS,2,1,8,94.04,109,202.4,881,overutilized
3687,On-prem,32,16,16,42.8,174,1621.8,1275,underutilized
3688,GCP,32,16,16,93.32,135,2039.4,947,overutilized
3689,AWS,4,1,8,46.19,77,285,962,underutilized
3690,GCP,2,1,8,75.69,106,202,820,optimal
3691,AWS,4,2,8,88.34,117,324.6,949,overutilized
3692,GCP,64,16,32,97.34,136,3335.4,1799,overutilized
3693,On-prem,32,16,16,93.47,191,1626.2,1332,overutilized
3694,AWS,64,16,32,79.61,129,3343.4,1696,optimal
3695,GCP,4,2,8,43.17,80,323.6,836,underutilized
3696,GCP,8,1,8,85.19,74,446.2,802,overutilized
3697,On-prem,8,1,8,58.08,253,356,903,underutilized
3698,GCP,64,16,32,44.13,47,3325.6,1496,underutilized
3699,On-prem,32,16,16,83.93,57,1622.4,1116,overutilized
3700,AWS,8,1,8,40.62,104,447.6,949,underutilized
3701,AWS,8,1,8,52.66,117,447,845,underutilized
3702,AWS,1,1,8,43.18,145,162.6,854,overutilized
3703,AWS,64,16,32,86.2,105,3339.6,1255,overutilized
3704,GCP,8,2,8,90.22,53,486.4,888,overutilized
3705,AWS,16,4,16,93.24,135,892.4,1152,overutilized
3706,GCP,64,16,32,85.54,89,3316.6,1421,overutilized
3707,On-prem,64,16,32,87.61,251,2672.4,1620,overutilized
3708,GCP,16,4,16,60.18,141,892.2,1042,overutilized
3709,AWS,16,4,16,95.78,101,892.4,1047,overutilized
3710,AWS,8,2,8,70.62,71,488.4,848,optimal
3711,On-prem,2,1,8,53.92,171,162.2,723,underutilized
3712,GCP,1,1,8,89.02,51,162,944,overutilized
3713,AWS,16,4,16,84.79,123,891.8,1127,overutilized
3714,AWS,16,4,16,50.22,64,891.6,1058,underutilized
3715,GCP,16,4,16,52.3,149,895.6,774,overutilized
3716,AWS,1,1,8,94.56,90,162.6,865,overutilized
3717,On-prem,4,2,8,95.68,86,259.2,725,overutilized
3718,GCP,32,16,16,77.1,143,2034.2,1192,overutilized
3719,GCP,32,16,16,86.8,64,2034.8,1022,overutilized
3720,AWS,16,8,16,91.53,61,1060,798,overutilized
3721,On-prem,1,1,8,45.64,76,129.6,669,underutilized
3722,AWS,4,1,8,43.58,131,285.6,996,underutilized
3723,AWS,2,1,8,82.81,67,203,829,overutilized
3724,On-prem,32,16,16,82.77,205,1631.2,1352,overutilized
3725,AWS,16,8,16,41.87,127,1059,843,underutilized
3726,GCP,1,1,8,69.93,78,161.8,848,optimal
3727,On-prem,16,4,16,72.21,240,714.2,777,optimal
3728,AWS,4,1,8,61.55,93,283.2,767,optimal
3729,AWS,1,1,8,93.88,112,161.8,914,overutilized
3730,GCP,16,8,16,82.67,78,1058,851,overutilized
3731,On-prem,1,1,8,63.82,111,129.4,716,optimal
3732,GCP,8,2,8,62.42,143,489.6,902,overutilized
3733,GCP,16,4,16,95.37,74,894.8,966,overutilized
3734,AWS,32,16,16,41.44,57,2034.4,1062,underutilized
3735,On-prem,8,2,8,84.56,151,388.8,730,overutilized
3736,GCP,32,16,16,40.93,52,2025,1157,underutilized
3737,GCP,16,8,16,58.84,118,1056,1055,underutilized
3738,On-prem,16,8,16,83.69,95,844.6,1101,overutilized
3739,AWS,1,1,8,75.39,56,161.8,917,optimal
3740,AWS,4,2,8,85.29,147,324.4,727,overutilized
3741,GCP,2,1,8,70.69,112,202.2,697,optimal
3742,On-prem,16,4,16,46.32,203,711.6,1100,underutilized
3743,On-prem,16,4,16,92.59,181,712.6,968,overutilized
3744,GCP,32,16,16,58.98,74,2034.4,1037,underutilized
3745,On-prem,64,16,32,57.94,86,2668.2,1747,overutilized
3746,AWS,32,16,16,94.13,64,2037.4,1151,overutilized
3747,GCP,16,4,16,66.91,144,894.8,795,overutilized
3748,AWS,4,2,8,40.27,76,323.4,706,underutilized
3749,AWS,1,1,8,81.31,103,162.8,781,overutilized
3750,AWS,1,1,8,56.13,135,162.6,896,underutilized
3751,AWS,4,2,8,59.94,92,323.4,962,underutilized
3752,GCP,64,16,32,84.74,50,3329.2,1307,overutilized
3753,AWS,4,2,8,72.41,146,326.2,997,overutilized
3754,GCP,64,16,32,57.34,47,3333.6,1281,underutilized
3755,GCP,32,16,16,75.49,97,2026.6,1199,optimal
3756,GCP,64,16,32,41.46,95,3317.8,1286,underutilized
3757,On-prem,32,16,16,45.37,188,1621.4,1262,underutilized
3758,AWS,16,8,16,72.53,73,1051.4,1104,optimal
3759,GCP,8,2,8,87.71,41,485.6,956,overutilized
3760,GCP,8,2,8,81.29,105,486.6,933,overutilized
3761,GCP,8,1,8,81.48,98,445.2,887,overutilized
3762,AWS,32,16,16,75.55,105,2024,1255,optimal
3763,On-prem,8,1,8,91.25,224,357,844,overutilized
3764,GCP,8,1,8,46.73,102,447,915,underutilized
3765,AWS,1,1,8,78.67,101,163.2,806,optimal
3766,AWS,4,1,8,80.56,75,283.6,954,overutilized
3767,On-prem,1,1,8,63.04,122,129.4,697,optimal
3768,GCP,2,1,8,72.55,79,202.6,872,optimal
3769,AWS,4,1,8,58.5,127,283,844,underutilized
3770,GCP,2,1,8,59.74,82,202.2,745,underutilized
3771,AWS,64,16,32,46.52,87,3343.8,1431,underutilized
3772,GCP,8,2,8,43.37,104,487,958,underutilized
3773,AWS,2,1,8,92.48,126,203,724,overutilized
3774,GCP,64,16,32,79,45,3333.8,1372,optimal
3775,AWS,64,16,32,74.74,110,3331.2,1614,optimal
3776,GCP,2,1,8,52.82,88,203.4,748,underutilized
3777,On-prem,4,2,8,89.8,140,258.8,869,overutilized
3778,On-prem,16,4,16,91.23,194,713.8,1125,overutilized
3779,AWS,8,2,8,82.93,69,486,891,overutilized
3780,AWS,32,16,16,70.73,97,2030,1046,optimal
3781,AWS,64,16,32,52.57,61,3338.2,1754,overutilized
3782,AWS,4,2,8,65.28,78,324.4,951,optimal
3783,AWS,16,4,16,53.98,102,893,1058,underutilized
3784,GCP,32,16,16,42.7,143,2038,1337,overutilized
3785,GCP,1,1,8,52.69,133,163,876,underutilized
3786,AWS,1,1,8,56.31,86,162.6,845,underutilized
3787,GCP,8,1,8,67.25,90,446.8,799,optimal
3788,GCP,8,2,8,97.32,145,488.8,752,overutilized
3789,AWS,1,1,8,77.62,130,161.8,768,optimal
3790,AWS,32,16,16,71.47,47,2027.2,1098,optimal
3791,AWS,1,1,8,56.57,99,162.4,914,underutilized
3792,GCP,16,8,16,78.54,147,1053.6,1031,overutilized
3793,GCP,64,16,32,50.79,136,3336,1420,underutilized
3794,On-prem,2,1,8,72.65,100,162,742,optimal
3795,On-prem,16,8,16,85.33,95,848.2,1050,overutilized
3796,AWS,16,8,16,81.11,150,1051.4,883,overutilized
3797,On-prem,8,2,8,69.6,149,390.8,780,optimal
3798,GCP,1,1,8,48.72,63,161.8,822,underutilized
3799,On-prem,64,16,32,57.57,110,2664.6,1434,underutilized
3800,AWS,32,16,16,72.62,73,2032.6,1157,optimal
3801,AWS,1,1,8,70.42,79,162.8,768,optimal
3802,AWS,2,1,8,74.96,73,203.6,838,optimal
3803,AWS,1,1,8,82.76,91,162.4,785,overutilized
3804,AWS,4,2,8,42.65,145,325.4,947,overutilized
3805,AWS,16,8,16,53.43,116,1057,815,underutilized
3806,AWS,1,1,8,71.37,42,162.2,692,optimal
3807,AWS,1,1,8,91.79,50,162.8,825,overutilized
3808,AWS,4,1,8,58.49,97,283.4,768,underutilized
3809,AWS,64,16,32,78,117,3341.8,1348,optimal
3810,AWS,8,1,8,68.1,72,447.2,990,optimal
3811,On-prem,8,1,8,96.44,126,358.6,862,overutilized
3812,GCP,8,2,8,70.17,139,488,725,optimal
3813,AWS,64,16,32,54.55,117,3339.4,1350,underutilized
3814,GCP,4,1,8,53.13,108,284.8,920,underutilized
3815,AWS,2,1,8,80.55,99,202.8,870,overutilized
3816,AWS,16,4,16,89.17,45,896.2,1071,overutilized
3817,AWS,32,16,16,68.16,65,2030.6,1075,optimal
3818,GCP,4,1,8,46.92,85,285,866,underutilized
3819,AWS,16,8,16,85.5,105,1055.6,1066,overutilized
3820,On-prem,4,2,8,61.78,95,258.8,849,optimal
3821,AWS,1,1,8,62.07,97,162.6,879,optimal
3822,GCP,32,16,16,83.05,53,2026.6,1147,overutilized
3823,AWS,4,2,8,59.39,137,326.2,979,underutilized
3824,GCP,1,1,8,45.8,57,162,853,underutilized
3825,GCP,2,1,8,81.15,46,203.4,729,overutilized
3826,On-prem,1,1,8,78.03,116,129.8,656,optimal
3827,AWS,4,1,8,77.8,81,284.2,800,optimal
3828,AWS,32,16,16,57.43,132,2039,1254,underutilized
3829,GCP,2,1,8,51.78,54,203,771,underutilized
3830,AWS,1,1,8,93.86,140,163,750,overutilized
3831,AWS,32,16,16,60.68,59,2022.2,1116,optimal
3832,On-prem,64,16,32,79.73,268,2676.2,1689,optimal
3833,AWS,32,16,16,85.13,102,2033.6,1052,overutilized
3834,On-prem,8,1,8,90.2,225,356.6,723,overutilized
3835,AWS,4,2,8,46.14,125,326.4,979,underutilized
3836,On-prem,32,16,16,94.06,300,1619.8,1127,overutilized
3837,AWS,16,4,16,78.56,136,897.2,841,optimal
3838,GCP,4,1,8,82.36,72,282.8,983,overutilized
3839,On-prem,8,2,8,44.78,162,390.4,741,underutilized
3840,GCP,8,1,8,93.58,97,445.8,875,overutilized
3841,GCP,1,1,8,42.02,79,162.6,659,underutilized
3842,AWS,64,16,32,52.21,123,3339.2,1314,underutilized
3843,AWS,2,1,8,94.19,125,202,798,overutilized
3844,AWS,4,1,8,54.06,64,284.4,877,underutilized
3845,GCP,4,2,8,94.6,79,324,944,overutilized
3846,On-prem,1,1,8,50.95,130,130.6,769,underutilized
3847,On-prem,1,1,8,74.05,169,130,889,optimal
3848,AWS,4,2,8,80.15,109,324.6,738,overutilized
3849,AWS,2,1,8,96.78,68,203.4,700,overutilized
3850,GCP,64,16,32,55.3,64,3323.2,1507,underutilized
3851,AWS,64,16,32,79.26,57,3340,1330,optimal
3852,AWS,2,1,8,77.93,147,202.8,755,overutilized
3853,AWS,16,4,16,78.41,70,889.6,850,optimal
3854,GCP,4,2,8,66.29,125,325.4,965,optimal
3855,AWS,32,16,16,64.68,134,2030.8,1262,optimal
3856,On-prem,16,8,16,57.61,153,848,1090,underutilized
3857,GCP,32,16,16,64.23,117,2035,1371,optimal
3858,AWS,1,1,8,91.41,125,163,826,overutilized
3859,AWS,32,16,16,72.15,86,2028.8,925,optimal
3860,AWS,4,2,8,83.54,90,324.4,820,overutilized
3861,AWS,64,16,32,63.62,117,3331.8,1440,optimal
3862,GCP,64,16,32,86.37,51,3324.6,1319,overutilized
3863,AWS,2,1,8,43.28,115,203.4,906,underutilized
3864,AWS,4,2,8,64.84,51,325,889,optimal
3865,GCP,2,1,8,91.65,108,202.6,767,overutilized
3866,AWS,32,16,16,47.96,114,2036.4,1086,underutilized
3867,On-prem,16,8,16,60.59,66,844,824,optimal
3868,GCP,32,16,16,60.12,72,2034,955,optimal
3869,GCP,2,1,8,63.6,107,204,919,optimal
3870,AWS,2,1,8,73.65,89,203.4,659,optimal
3871,GCP,16,8,16,86.1,87,1053.6,1124,overutilized
3872,GCP,16,8,16,60.01,61,1054.4,1058,optimal
3873,AWS,4,2,8,59.22,46,326,798,underutilized
3874,On-prem,1,1,8,73.6,71,130,788,optimal
3875,AWS,64,16,32,93.34,59,3325.8,1529,overutilized
3876,GCP,8,1,8,90.75,119,445.2,936,overutilized
3877,AWS,4,2,8,55.37,106,325,785,underutilized
3878,GCP,16,8,16,70.35,106,1055.6,1051,optimal
3879,GCP,1,1,8,71.01,82,161.6,723,optimal
3880,On-prem,8,1,8,70.25,289,358.6,941,overutilized
3881,AWS,1,1,8,97.37,62,162,645,overutilized
3882,AWS,1,1,8,67.97,68,163,888,optimal
3883,On-prem,32,16,16,95.87,225,1631,1088,overutilized
3884,AWS,4,2,8,77.58,77,325.6,784,optimal
3885,AWS,2,1,8,89.89,102,203.8,672,overutilized
3886,GCP,16,8,16,49.41,46,1060,1147,underutilized
3887,AWS,2,1,8,72.28,80,203.2,703,optimal
3888,On-prem,2,1,8,53.89,270,161.6,905,underutilized
3889,AWS,8,1,8,96.84,108,448.2,742,overutilized
3890,AWS,64,16,32,43.03,135,3322.8,1436,underutilized
3891,AWS,4,1,8,77.09,44,284,787,optimal
3892,AWS,64,16,32,97.98,75,3344.4,1455,overutilized
3893,GCP,32,16,16,52.27,143,2034,1256,overutilized
3894,AWS,16,4,16,53.07,111,890.2,875,underutilized
3895,On-prem,32,16,16,63.13,227,1621.6,1244,optimal
3896,AWS,1,1,8,44.35,114,163,776,underutilized
3897,AWS,4,1,8,65.92,113,283.2,987,optimal
3898,GCP,64,16,32,95,144,3335.6,1672,overutilized
3899,On-prem,32,16,16,79.84,102,1627.4,1313,optimal
3900,On-prem,16,4,16,54.25,228,711.2,1126,underutilized
3901,AWS,32,16,16,94.11,48,2024.8,940,overutilized
3902,AWS,4,2,8,63.09,148,325,732,overutilized
3903,On-prem,2,1,8,61.46,58,161.8,929,optimal
3904,On-prem,64,16,32,50.22,60,2653.4,1790,overutilized
3905,AWS,64,16,32,68.25,113,3342,1753,overutilized
3906,GCP,64,16,32,97.55,107,3339.4,1404,overutilized
3907,GCP,64,16,32,78.17,131,3318,1317,optimal
3908,AWS,16,8,16,66.2,127,1059.6,1107,optimal
3909,On-prem,4,2,8,64.33,83,261,703,optimal
3910,GCP,2,1,8,91.19,139,203,746,overutilized
3911,On-prem,32,16,16,88.7,71,1628.4,1202,overutilized
3912,AWS,16,4,16,84.67,120,894.6,1066,overutilized
3913,AWS,8,2,8,91.7,139,486.2,938,overutilized
3914,AWS,8,2,8,87.97,113,488.2,732,overutilized
3915,On-prem,1,1,8,53.34,267,129.8,656,underutilized
3916,GCP,64,16,32,82.18,147,3330.6,1401,overutilized
3917,AWS,4,1,8,83.81,68,285.6,813,overutilized
3918,On-prem,32,16,16,74.38,80,1620.4,1368,optimal
3919,On-prem,4,1,8,69.6,251,227.6,723,optimal
3920,AWS,4,2,8,55.69,126,323.4,728,underutilized
3921,AWS,4,2,8,48.98,101,324.6,745,underutilized
3922,GCP,64,16,32,47.28,60,3320.4,1455,underutilized
3923,AWS,8,1,8,54.87,149,445.8,816,overutilized
3924,AWS,64,16,32,75.05,97,3335.4,1285,optimal
3925,GCP,32,16,16,86.99,49,2022.6,1134,overutilized
3926,On-prem,2,1,8,96.23,203,163,690,overutilized
3927,GCP,8,2,8,69.05,85,488,912,optimal
3928,AWS,32,16,16,45.56,88,2038.2,983,underutilized
3929,GCP,64,16,32,69.65,58,3313.4,1592,optimal
3930,GCP,32,16,16,61.02,53,2027.4,1148,optimal
3931,GCP,1,1,8,44.23,49,161.6,748,underutilized
3932,AWS,8,2,8,80.75,125,485.2,984,overutilized
3933,On-prem,8,1,8,62.64,94,358,882,optimal
3934,On-prem,64,16,32,69.78,253,2662.8,1601,optimal
3935,GCP,1,1,8,69.47,131,163,895,optimal
3936,GCP,4,2,8,74.22,116,324.2,899,optimal
3937,AWS,2,1,8,54.51,51,203.8,650,underutilized
3938,AWS,1,1,8,41.13,114,163,741,underutilized
3939,GCP,8,1,8,90.72,71,446.6,780,overutilized
3940,GCP,2,1,8,91.35,68,203,907,overutilized
3941,On-prem,8,1,8,61.81,51,356,897,optimal
3942,AWS,16,4,16,93.93,98,894.6,1016,overutilized
3943,AWS,16,4,16,72.19,45,890.8,924,optimal
3944,GCP,1,1,8,43.85,109,162.6,822,underutilized
3945,AWS,4,1,8,73.33,116,283.4,669,optimal
3946,AWS,64,16,32,43.69,123,3317.6,1209,underutilized
3947,On-prem,8,1,8,42.73,169,357.4,713,underutilized
3948,AWS,8,2,8,70.73,48,488,1001,optimal
3949,On-prem,16,8,16,85.68,125,844.6,1033,overutilized
3950,On-prem,2,1,8,62.52,232,161.6,963,optimal
3951,GCP,16,8,16,75.98,95,1060.2,1031,optimal
3952,On-prem,8,1,8,84.01,175,356.2,995,overutilized
3953,AWS,32,16,16,45,125,2025.4,1224,underutilized
3954,On-prem,1,1,8,58.92,213,129.8,688,underutilized
3955,On-prem,32,16,16,44.1,138,1624.2,1295,underutilized
3956,On-prem,32,16,16,45.68,171,1624.8,1108,underutilized
3957,GCP,8,1,8,64.76,64,445.8,1040,optimal
3958,AWS,8,1,8,60.71,40,446.6,952,optimal
3959,AWS,4,2,8,66.16,100,324.2,790,optimal
3960,GCP,2,1,8,96.03,147,203.2,914,overutilized
3961,GCP,64,16,32,91.3,71,3334.6,1701,overutilized
3962,GCP,64,16,32,53.09,46,3340.4,1376,underutilized
3963,AWS,16,8,16,93.49,61,1051,995,overutilized
3964,GCP,1,1,8,46.81,121,162.2,725,underutilized
3965,GCP,32,16,16,59.64,144,2033,1227,overutilized
